Player,,Loan: start/end,Age,Nationality,Region Nat,Position,Market value,From Team,From League,From Region,From Country,From Level,To Team,To League,To Region,To Country,To Level,End of Loan Date,Fee,Transfer ID
Luismi Cruz,Out,Start,22,Spain,Europe,Right Winger,"450,000",Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,CD Tenerife,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,1564
Óscar Ureña,Out,Start,20,Spain,Europe,Left Winger,"400,000",Girona,"LaLiga, Spain",Top,Spain,First Tier,CD Leganés,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,2038
Enrique Clemente,Out,Start,24,Spain,Europe,Centre-Back,"300,000",UD Las Palmas,"LaLiga, Spain",Top,Spain,First Tier,Racing Ferrol,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,724
Gabri Martínez,Out,Start,20,Spain,Europe,Right Winger,"300,000",Girona,"LaLiga, Spain",Top,Spain,First Tier,CD Mirandés,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,854
Iker Benito,Out,Start,20,Spain,Europe,Right Winger,"300,000",CA Osasuna,"LaLiga, Spain",Top,Spain,First Tier,FC Andorra,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,1020
Javier Martón,Out,Start,24,Spain,Europe,Centre-Forward,"300,000",Athletic,"LaLiga, Spain",Top,Spain,First Tier,CD Mirandés,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,1134
Leo Román,Out,Start,22,Spain,Europe,Goalkeeper,"300,000",RCD Mallorca,"LaLiga, Spain",Top,Spain,First Tier,Real Oviedo,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,1458
Arnau Solà,Out,Start,20,Spain,Europe,Left-Back,"250,000",UD Almería,"LaLiga, Spain",Top,Spain,First Tier,FC Cartagena,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,294
Arnau Ortiz,Out,Start,21,Spain,Europe,Left Winger,"200,000",Girona,"LaLiga, Spain",Top,Spain,First Tier,Eldense,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,292
Félix Garreta,Out,Start,19,Spain,Europe,Centre-Back,"200,000",Real Betis,"LaLiga, Spain",Top,Spain,First Tier,SD Amorebieta,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,780
Alan Godoy,Out,Start,20,Spain,Europe,Centre-Forward,"150,000",Alavés,"LaLiga, Spain",Top,Spain,First Tier,CD Mirandés,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,61
Josep Gayá,Out,Start,23,Spain,Europe,Centre-Back,"100,000",RCD Mallorca,"LaLiga, Spain",Top,Spain,First Tier,SD Amorebieta,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,1280
Santiago Mouriño,Out,Start,21,Uruguay,South America,Centre-Back,"500,000",Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,Real Zaragoza,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,2317
Lautaro de León,Out,Start,22,Uruguay,South America,Centre-Forward,"300,000",Celta de Vigo,"LaLiga, Spain",Top,Spain,First Tier,FC Cartagena,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,1445
Koba Koindredi,Out,Start,21,Neukaledonien,Oceania,Central Midfield,"1,000,000",Valencia,"LaLiga, Spain",Top,Spain,First Tier,Estoril Praia,Liga Portugal,"Europe, ex. Top Leagues",Portugal,First Tier,,0,1419
Alberto Soro,Out,Start,24,Spain,Europe,Right Winger,"1,500,000",Granada CF,"LaLiga, Spain",Top,Spain,First Tier,Vizela,Liga Portugal,"Europe, ex. Top Leagues",Portugal,First Tier,,0,71
Gui Guedes,Out,Start,21,Portugal,Europe,Central Midfield,"1,200,000",UD Almería,"LaLiga, Spain",Top,Spain,First Tier,FC Porto B,Liga Portugal 2,"Europe, ex. Top Leagues",Portugal,Second Tier,,0,949
Eray Cömert,Inside,Start,25,Switzerland,Europe,Centre-Back,"3,500,000",Valencia,"LaLiga, Spain",Top,Spain,First Tier,FC Nantes,"Ligue 1, France",Top,France,First Tier,,0,728
Álvaro Jiménez,Out,Start,28,Spain,Europe,Left Winger,"800,000",Cádiz CF,"LaLiga, Spain",Top,Spain,First Tier,Tractor,"Persian Gulf Pro League, Iran",Asia,Iran,First Tier,,0,154
Gonzalo Montiel,Inside,Start,26,Argentina,South America,Right-Back,"12,000,000",Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,Nottm Forest,"Premier League, England",Top,England,First Tier,,0,941
Clément Lenglet,Inside,Start,28,France,Europe,Centre-Back,"10,000,000",Barcelona,"LaLiga, Spain",Top,Spain,First Tier,Aston Villa,"Premier League, England",Top,England,First Tier,,0,511
Ansu Fati,Inside,Start,20,Spain,Europe,Left Winger,"35,000,000",Barcelona,"LaLiga, Spain",Top,Spain,First Tier,Brighton,"Premier League, England",Top,England,First Tier,,0,250
Santiago Arzamendia,Out,Start,25,Paraguay,South America,Left-Back,"1,200,000",Cádiz CF,"LaLiga, Spain",Top,Spain,First Tier,Cerro Porteño,"Primera División Apertura, Paraguay",South America,Paraguay,First Tier,,0,2314
Sabit Abdulai,Out,Start,24,Ghana,Africa,Central Midfield,"200,000",Getafe,"LaLiga, Spain",Top,Spain,First Tier,CD Lugo,"Primera Federación - Grupo I, Spain","Europe, ex. Top Leagues",Spain,Third Tier,,0,2255
Pau Víctor,Out,Start,21,Spain,Europe,Centre-Forward,"300,000",Girona,"LaLiga, Spain",Top,Spain,First Tier,Barça Atlètic,"Primera Federación - Grupo I, Spain","Europe, ex. Top Leagues",Spain,Third Tier,,0,2072
Álex Sala,Out,Start,22,Spain,Europe,Central Midfield,"200,000",Girona,"LaLiga, Spain",Top,Spain,First Tier,Córdoba CF,"Primera Federación - Grupo II, Spain","Europe, ex. Top Leagues",Spain,Third Tier,,0,114
Francisco Mwepu,Out,Start,23,Zambia,Africa,Centre-Forward,"150,000",Cádiz CF,"LaLiga, Spain",Top,Spain,First Tier,Sanluqueño,"Primera Federación - Grupo II, Spain","Europe, ex. Top Leagues",Spain,Third Tier,,0,835
Alpha Diounkou,Out,Start,21,Senegal,Africa,Centre-Back,"300,000",Granada CF,"LaLiga, Spain",Top,Spain,First Tier,AEK Larnaca,"Protathlima Cyta, Cypus","Europe, ex. Top Leagues",Cyprus,First Tier,,0,150
Álex Collado,Out,Start,24,Spain,Europe,Right Winger,"3,000,000",Real Betis,"LaLiga, Spain",Top,Spain,First Tier,Al-Okhdood,Saudi Pro League,Asia,Saudi Arabia,First Tier,,0,103
Joel del Pino,Out,Start,25,Spain,Europe,Left Winger,"200,000",UD Las Palmas,"LaLiga, Spain",Top,Spain,First Tier,Real Avilés,"Segunda Federación - Grupo I, Spain","Europe, ex. Top Leagues",Spain,Fourth Tier,,0,1210
Reinier,Inside,Start,21,Brazil,South America,Attacking Midfield,"2,000,000",Real Madrid,"LaLiga, Spain",Top,Spain,First Tier,Frosinone,"Serie A, Italy",Top,Italy,First Tier,,0,2160
Samu Castillejo,Inside,Start,28,Spain,Europe,Right Winger,"6,000,000",Valencia,"LaLiga, Spain",Top,Spain,First Tier,Sassuolo,"Serie A, Italy",Top,Italy,First Tier,,0,2285
Estanis Pedrola,Out,Start,19,Spain,Europe,Left Winger,"500,000",Barcelona,"LaLiga, Spain",Top,Spain,First Tier,Sampdoria,"Serie B, Italy","Europe, ex. Top Leagues",Italy,Second Tier,,0,738
Youba Diarra,Out,Start,25,Mali,Africa,Central Midfield,"900,000",Cádiz CF,"LaLiga, Spain",Top,Spain,First Tier,Asteras Tripoli,"Super League 1, Greece","Europe, ex. Top Leagues",Greece,First Tier,,0,2653
Alexander Callens,Out,Start,31,Peru,South America,Centre-Back,"1,800,000",Girona,"LaLiga, Spain",Top,Spain,First Tier,AEK Athens,"Super League 1, Greece","Europe, ex. Top Leagues",Greece,First Tier,,0,121
Kike Pérez,In,Start,26,Spain,Europe,Central Midfield,"4,500,000",Real Valladolid,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,Rayo Vallecano,"LaLiga, Spain",Top,Spain,First Tier,,0,1407
Javi Hernández,In,Start,25,Spain,Europe,Left-Back,"2,500,000",CD Leganés,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,Cádiz CF,"LaLiga, Spain",Top,Spain,First Tier,,0,1127
Darwin Machís,In,Start,30,Venezuela,South America,Left Winger,"3,000,000",Real Valladolid,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,Cádiz CF,"LaLiga, Spain",Top,Spain,First Tier,,0,566
Jorge Meré,In,Start,26,Spain,Europe,Centre-Back,"1,200,000",América,"Liga MX Apertura, Mexico",North America,Mexico,First Tier,Cádiz CF,"LaLiga, Spain",Top,Spain,First Tier,,0,1266
Gonçalo Ramos,In,Start,22,Portugal,Europe,Centre-Forward,"50,000,000",Benfica,Liga Portugal,"Europe, ex. Top Leagues",Portugal,First Tier,Paris SG,"Ligue 1, France",Top,France,First Tier,,0,938
Jovane,In,Start,25,Cape Verde,Africa,Left Winger,"3,500,000",Sporting CP,Liga Portugal,"Europe, ex. Top Leagues",Portugal,First Tier,Salernitana,"Serie A, Italy",Top,Italy,First Tier,,0,1296
Lukasz Poreba,Out,Start,23,Poland,Europe,Defensive Midfield,"2,000,000",Lens,"Ligue 1, France",Top,France,First Tier,Hamburger SV,"2. Bundesliga, German","Europe, ex. Top Leagues",Germany,Second Tier,,0,1577
Baïla Diallo,Out,Start,22,Senegal,Africa,Left-Back,"200,000",Clermont Foot,"Ligue 1, France",Top,France,First Tier,A. Lustenau,"Bundesliga, Austria","Europe, ex. Top Leagues",Austria,First Tier,,0,336
Anthony Rouault,Inside,Start,22,France,Europe,Centre-Back,"10,000,000",Toulouse,"Ligue 1, France",Top,France,First Tier,VfB Stuttgart,"Bundesliga, German",Top,Germany,First Tier,,0,258
Xavi Simons,Inside,Start,20,Netherlands,Europe,Right Winger,"40,000,000",Paris SG,"Ligue 1, France",Top,France,First Tier,RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,,0,2613
Salim Ben Seghir,Out,Start,20,France,Europe,Left Winger,"500,000",Marseille,"Ligue 1, France",Top,France,First Tier,Neuchâtel Xamax,"Challenge League, Swiss","Europe, ex. Top Leagues",Switzerland,First Tier,,0,2267
Maïdine Douane,Out,Start,20,Algeria,Africa,Attacking Midfield,"250,000",FC Metz,"Ligue 1, France",Top,France,First Tier,RFC Seraing,"Challenger Pro League, Belgium","Europe, ex. Top Leagues",Belgium,Second Tier,,0,1604
Ouparine Djoco,Out,Start,25,Guinea-Bissau,Africa,Goalkeeper,"500,000",Clermont Foot,"Ligue 1, France",Top,France,First Tier,Francs Borains,"Challenger Pro League, German","Europe, ex. Top Leagues",Belgium,Second Tier,,0,2043
Adama Diakité,Out,Start,24,France,Europe,Left Winger,"150,000",Clermont Foot,"Ligue 1, France",Top,France,First Tier,Trélissac FC,"Championnat National 2 - Groupe B, France","Europe, ex. Top Leagues",France,Fourth Tier,,0,31
Ange Ahoussou,Out,Start,19,Cote d'Ivoire,Africa,Centre-Back,"500,000",OGC Nice,"Ligue 1, France",Top,France,First Tier,FC Sochaux,"Championnat National, France","Europe, ex. Top Leagues",France,Third Tier,,0,233
Ugo Raghouber,Out,Start,20,France,Europe,Defensive Midfield,"250,000",LOSC Lille,"Ligue 1, France",Top,France,First Tier,Le Mans FC,"Championnat National, France","Europe, ex. Top Leagues",France,Third Tier,,0,2535
Robin Risser,Out,Start,18,France,Europe,Goalkeeper,"150,000",R. Strasbourg,"Ligue 1, France",Top,France,First Tier,Dijon,"Championnat National, France","Europe, ex. Top Leagues",France,Third Tier,,0,2207
Jordan Robinand,Out,Start,19,France,Europe,Attacking Midfield,"50,000",R. Strasbourg,"Ligue 1, France",Top,France,First Tier,SO Cholet,"Championnat National, France","Europe, ex. Top Leagues",France,Third Tier,,0,1253
Mathieu Patouillet,Out,Start,19,France,Europe,Goalkeeper,0,Olympique Lyon,"Ligue 1, France",Top,France,First Tier,FC Sochaux,"Championnat National, France","Europe, ex. Top Leagues",France,Third Tier,,0,1730
Dany Jean,Out,Start,20,Haiti,North America,Left Midfield,"150,000",R. Strasbourg,"Ligue 1, France",Top,France,First Tier,US Avranches,"Championnat National, France","Europe, ex. Top Leagues",France,Third Tier,,0,555
Djamal Moussadek,Out,Start,21,Morocco,Africa,Centre-Back,"150,000",Le Havre AC,"Ligue 1, France",Top,France,First Tier,FC Villefranche,"Championnat National, France","Europe, ex. Top Leagues",France,Third Tier,,0,643
Othmane Chraibi,Out,Start,20,Morocco,Africa,Defensive Midfield,0,FC Metz,"Ligue 1, France",Top,France,First Tier,LB Châteauroux,"Championnat National, France","Europe, ex. Top Leagues",France,Third Tier,,0,2040
Ousmane Ba,Out,Start,21,Senegal,Africa,Goalkeeper,"400,000",FC Metz,"Ligue 1, France",Top,France,First Tier,SO Cholet,"Championnat National, France","Europe, ex. Top Leagues",France,Third Tier,,0,2044
Mamadou Camara,Out,Start,20,Senegal,Africa,Central Midfield,"250,000",Lens,"Ligue 1, France",Top,France,First Tier,AS Nancy,"Championnat National, France","Europe, ex. Top Leagues",France,Third Tier,,0,1613
Kjetil Haug,Out,Start,25,Norway,Europe,Goalkeeper,"400,000",Toulouse,"Ligue 1, France",Top,France,First Tier,Sarpsborg 08,"Eliteserien, Norway","Europe, ex. Top Leagues",Norway,First Tier,,0,1416
Said Hamulic,Out,Start,22,Bosnia-Herzegovina,Europe,Centre-Forward,"1,500,000",Toulouse,"Ligue 1, France",Top,France,First Tier,Vitesse,"Eredivisie, Netherlands","Europe, ex. Top Leagues",Netherlands,First Tier,,0,2261
Yann Kitala,Out,Start,25,DR Congo,Africa,Centre-Forward,"900,000",Le Havre AC,"Ligue 1, France",Top,France,First Tier,Almere City,"Eredivisie, Netherlands","Europe, ex. Top Leagues",Netherlands,First Tier,,0,2627
Yoann Cathline,Out,Start,21,France,Europe,Left Winger,"2,000,000",FC Lorient,"Ligue 1, France",Top,France,First Tier,Almere City,"Eredivisie, Netherlands","Europe, ex. Top Leagues",Netherlands,First Tier,,0,2649
Veljko Birmancevic,Out,Start,25,Serbia,Europe,Left Winger,"3,000,000",Toulouse,"Ligue 1, France",Top,France,First Tier,Sparta Prague,"Fortuna Liga, Czech","Europe, ex. Top Leagues",Czech,First Tier,,0,2565
Félix Lemaréchal,Out,Start,20,France,Europe,Central Midfield,"1,000,000",Monaco,"Ligue 1, France",Top,France,First Tier,Cercle Brugge,"Jupiler Pro League, Belgium","Europe, ex. Top Leagues",Belgium,First Tier,,0,786
Florent Sanchez,Out,Start,20,France,Europe,Central Midfield,"700,000",Olympique Lyon,"Ligue 1, France",Top,France,First Tier,RWDM,"Jupiler Pro League, Belgium","Europe, ex. Top Leagues",Belgium,First Tier,,0,809
Konrad de la Fuente,Out,Start,22,United States,North America,Left Winger,"2,500,000",Marseille,"Ligue 1, France",Top,France,First Tier,SD Eibar,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,,0,1423
Karamoko Dembélé,Out,Start,20,England,Europe,Right Winger,"500,000",Stade Brestois,"Ligue 1, France",Top,France,First Tier,Blackpool,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,1358
Juan Bernat,Out,Start,30,Spain,Europe,Left-Back,"10,000,000",Paris SG,"Ligue 1, France",Top,France,First Tier,Benfica,Liga Portugal,"Europe, ex. Top Leagues",Portugal,First Tier,,0,1301
Billal Brahimi,Inside,Start,23,Algeria,Africa,Left Winger,"7,000,000",OGC Nice,"Ligue 1, France",Top,France,First Tier,Stade Brestois,"Ligue 1, France",Top,France,First Tier,,0,377
Bamo Meïté,Inside,Start,21,Cote d'Ivoire,Africa,Centre-Back,"2,500,000",FC Lorient,"Ligue 1, France",Top,France,First Tier,Marseille,"Ligue 1, France",Top,France,First Tier,,0,339
Matthis Abline,Inside,Start,20,France,Europe,Centre-Forward,"4,500,000",Stade Rennais,"Ligue 1, France",Top,France,First Tier,FC Nantes,"Ligue 1, France",Top,France,First Tier,,0,1769
Jordan Amavi,Inside,Start,29,France,Europe,Left-Back,"2,000,000",Marseille,"Ligue 1, France",Top,France,First Tier,Stade Brestois,"Ligue 1, France",Top,France,First Tier,,0,1249
Julien Le Cardinal,Inside,Start,26,France,Europe,Right-Back,"2,000,000",Lens,"Ligue 1, France",Top,France,First Tier,Stade Brestois,"Ligue 1, France",Top,France,First Tier,,0,1327
Mohamed Bayo,Inside,Start,25,Guinea,Africa,Centre-Forward,"6,000,000",LOSC Lille,"Ligue 1, France",Top,France,First Tier,Le Havre AC,"Ligue 1, France",Top,France,First Tier,,0,1858
Kamory Doumbia,Inside,Start,20,Mali,Africa,Attacking Midfield,"2,500,000",Stade Reims,"Ligue 1, France",Top,France,First Tier,Stade Brestois,"Ligue 1, France",Top,France,First Tier,,0,1355
Stijn Spierings,Inside,Start,27,Netherlands,Europe,Defensive Midfield,"6,000,000",Lens,"Ligue 1, France",Top,France,First Tier,Toulouse,"Ligue 1, France",Top,France,First Tier,,0,2419
Alfred Gomis,Inside,Start,29,Senegal,Africa,Goalkeeper,"2,200,000",Stade Rennais,"Ligue 1, France",Top,France,First Tier,FC Lorient,"Ligue 1, France",Top,France,First Tier,,0,137
Stéphane Diarra,Out,Start,24,Cote d'Ivoire,Africa,Right Winger,"2,500,000",FC Lorient,"Ligue 1, France",Top,France,First Tier,Saint-Étienne,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,2409
Junior Diaz,Out,Start,20,Cote d'Ivoire,Africa,Centre-Back,"100,000",FC Nantes,"Ligue 1, France",Top,France,First Tier,FC Annecy,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,1329
Colin Dagba,Out,Start,24,France,Europe,Right-Back,"4,500,000",Paris SG,"Ligue 1, France",Top,France,First Tier,AJ Auxerre,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,518
Cheick Keita,Out,Start,20,France,Europe,Centre-Back,"1,500,000",Stade Reims,"Ligue 1, France",Top,France,First Tier,SC Bastia,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,473
Hianga'a Mbock,Out,Start,23,France,Europe,Central Midfield,"1,200,000",Stade Brestois,"Ligue 1, France",Top,France,First Tier,SM Caen,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,993
Martin Adeline,Out,Start,19,France,Europe,Central Midfield,"800,000",Stade Reims,"Ligue 1, France",Top,France,First Tier,FC Annecy,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,1689
Lohann Doucet,Out,Start,20,France,Europe,Defensive Midfield,"700,000",FC Nantes,"Ligue 1, France",Top,France,First Tier,Paris FC,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,1483
Lucas Lavallée,Out,Start,20,France,Europe,Goalkeeper,"300,000",Paris SG,"Ligue 1, France",Top,France,First Tier,USL Dunkerque,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,1539
Irvyn Lomami,Out,Start,19,France,Europe,Right-Back,"200,000",Olympique Lyon,"Ligue 1, France",Top,France,First Tier,Stade Lavallois,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,1040
Thérence Koudou,Out,Start,18,France,Europe,Right-Back,"100,000",Stade Reims,"Ligue 1, France",Top,France,First Tier,Pau FC,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,2452
Alan Do Marcolino,Out,Start,21,Gabon,Africa,Centre-Forward,"150,000",Stade Rennais,"Ligue 1, France",Top,France,First Tier,QRM,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,59
Rémy Labeau Lascary,Out,Start,20,Guadeloupe,North America,Centre-Forward,"500,000",Lens,"Ligue 1, France",Top,France,First Tier,Stade Lavallois,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,2164
Taïryk Arconte,Out,Start,19,Guadeloupe,North America,Right Winger,"500,000",Stade Brestois,"Ligue 1, France",Top,France,First Tier,Rodez AF,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,2429
Pape Ibnou Ba,Out,Start,30,Mauritania,North America,Centre-Forward,"400,000",Le Havre AC,"Ligue 1, France",Top,France,First Tier,Concarneau,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,2061
Sofiane Alakouch,Out,Start,25,Morocco,Africa,Right-Back,"600,000",FC Metz,"Ligue 1, France",Top,France,First Tier,Paris FC,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,2392
Nassim Chadli,Out,Start,22,Morocco,Africa,Right Winger,"400,000",Le Havre AC,"Ligue 1, France",Top,France,First Tier,Concarneau,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,1916
Nordine Kandil,Out,Start,21,Morocco,Africa,Attacking Midfield,"400,000",R. Strasbourg,"Ligue 1, France",Top,France,First Tier,FC Annecy,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,1996
Papa Ndiaga Yade,Out,Start,23,Senegal,Africa,Left Winger,"1,200,000",FC Metz,"Ligue 1, France",Top,France,First Tier,QRM,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,2058
Sambou Soumano,Out,Start,22,Senegal,Africa,Centre-Forward,"800,000",FC Lorient,"Ligue 1, France",Top,France,First Tier,QRM,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,2281
Gabriel Barès,Out,Start,22,Switzerland,Europe,Defensive Midfield,"400,000",Montpellier,"Ligue 1, France",Top,France,First Tier,Concarneau,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,857
Dogan Alemdar,Out,Start,20,Turkey,Europe,Goalkeeper,"4,000,000",Stade Rennais,"Ligue 1, France",Top,France,First Tier,Troyes,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,,0,652
Yuliwes Bellache,Out,Start,20,Algeria,Africa,Central Midfield,"150,000",Clermont Foot,"Ligue 1, France",Top,France,First Tier,JS Kabylie,"Ligue Professionnelle 1, Algeria",Africa,Algeria,First Tier,,0,2663
Abdoulaye Coulibaly,Out,Start,21,France,Europe,Left Winger,"150,000",Clermont Foot,"Ligue 1, France",Top,France,First Tier,FC Biel-Bienne,"Promotion League, Swiss","Europe, ex. Top Leagues",Switzerland,Third Tier,,0,20
Nassim L'Ghoul,Out,Start,26,France,Europe,Attacking Midfield,0,Clermont Foot,"Ligue 1, France",Top,France,First Tier,FC Biel-Bienne,"Promotion League, Swiss","Europe, ex. Top Leagues",Switzerland,Third Tier,,0,1917
Thomas Perchaud,Out,Start,25,France,Europe,Centre-Forward,0,Clermont Foot,"Ligue 1, France",Top,France,First Tier,FC Biel-Bienne,"Promotion League, Swiss","Europe, ex. Top Leagues",Switzerland,Third Tier,,0,2463
Xhuliano Skuka,Out,Start,24,Albania,Europe,Centre-Forward,"400,000",FC Metz,"Ligue 1, France",Top,France,First Tier,NK Maribor,"Prva Liga, Slovenia","Europe, ex. Top Leagues",Slovenia,First Tier,,0,2615
Mattia Viti,Inside,Start,21,Italy,Europe,Centre-Back,"7,000,000",OGC Nice,"Ligue 1, France",Top,France,First Tier,Sassuolo,"Serie A, Italy",Top,Italy,First Tier,,0,1777
Pol Lirola,Inside,Start,26,Spain,Europe,Right-Back,"2,000,000",Marseille,"Ligue 1, France",Top,France,First Tier,Frosinone,"Serie A, Italy",Top,Italy,First Tier,,0,2112
Ruslan Malinovskyi,Inside,Start,30,Ukraine,Europe,Attacking Midfield,"10,000,000",Marseille,"Ligue 1, France",Top,France,First Tier,Genoa,"Serie A, Italy",Top,Italy,First Tier,,0,2244
Noha Lemina,Out,Start,18,France,Europe,Attacking Midfield,"500,000",Paris SG,"Ligue 1, France",Top,France,First Tier,Sampdoria,"Serie B, Italy","Europe, ex. Top Leagues",Italy,Second Tier,,0,1994
Rares Ilie,Out,Start,20,Romania,Europe,Left Winger,"2,500,000",OGC Nice,"Ligue 1, France",Top,France,First Tier,Lausanne-Sport,"Super League, Swiss","Europe, ex. Top Leagues",Switzerland,First Tier,,0,2147
Ismaël Gharbi,Out,Start,19,Spain,Europe,Attacking Midfield,"5,000,000",Paris SG,"Ligue 1, France",Top,France,First Tier,Stade-Lausanne,"Super League, Swiss","Europe, ex. Top Leagues",Switzerland,First Tier,,0,1050
Edouard Michut,Out,Start,20,France,Europe,Central Midfield,"2,500,000",Paris SG,"Ligue 1, France",Top,France,First Tier,Adana Demirspor,"Süper Lig, Turkey","Europe, ex. Top Leagues",Turkey,First Tier,,0,686
Adam Buksa,Out,Start,27,Poland,Europe,Centre-Forward,"5,000,000",Lens,"Ligue 1, France",Top,France,First Tier,Antalyaspor,"Süper Lig, Turkey","Europe, ex. Top Leagues",Turkey,First Tier,,0,28
Junior Flemmings,Out,Start,27,Jamaica,North America,Left Winger,"350,000",Toulouse,"Ligue 1, France",Top,France,First Tier,Vozdovac,Super liga Srbije,"Europe, ex. Top Leagues",Serbia,First Tier,,0,1334
Sávio,In,Start,19,Brazil,South America,Left Winger,"5,000,000",Troyes,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,Girona,"LaLiga, Spain",Top,Spain,First Tier,,0,2319
Yasser Larouci,In,Start,22,Algeria,Africa,Left-Back,"3,500,000",Troyes,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,Sheff Utd,"Premier League, England",Top,England,First Tier,,0,2637
Charlys,In,Start,19,Brazil,South America,Defensive Midfield,"100,000",EC Vitória U20,No league,No club,-,No tier,Hellas Verona,"Serie A, Italy",Top,Italy,First Tier,,0,470
Kjell Scherpen,Out,Start,23,Netherlands,Europe,Goalkeeper,"2,000,000",Brighton,"Premier League, England",Top,England,First Tier,Sturm Graz,"Bundesliga, Austria","Europe, ex. Top Leagues",Austria,First Tier,,0,1414
Terence Kongolo,Out,Start,29,Netherlands,Europe,Centre-Back,"900,000",Fulham,"Premier League, England",Top,England,First Tier,Rapid Vienna,"Bundesliga, Austria","Europe, ex. Top Leagues",Austria,First Tier,,0,2446
Andy Irving,Out,Start,23,Scotland,Europe,Central Midfield,"1,500,000",West Ham,"Premier League, England",Top,England,First Tier,A. Klagenfurt,"Bundesliga, Austria","Europe, ex. Top Leagues",Austria,First Tier,,0,223
David Datro Fofana,Inside,Start,20,Cote d'Ivoire,Africa,Centre-Forward,"10,000,000",Chelsea,"Premier League, England",Top,England,First Tier,Union Berlin,"Bundesliga, German",Top,Germany,First Tier,,0,567
Japhet Tanganga,Inside,Start,24,England,Europe,Centre-Back,"7,000,000",Tottenham,"Premier League, England",Top,England,First Tier,FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,,0,1120
Sepp van den Berg,Inside,Start,21,Netherlands,Europe,Centre-Back,"5,000,000",Liverpool,"Premier League, England",Top,England,First Tier,1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,,0,2340
Fábio Carvalho,Inside,Start,20,Portugal,Europe,Attacking Midfield,"16,000,000",Liverpool,"Premier League, England",Top,England,First Tier,RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,,0,752
Kevin Mbabu,Inside,Start,28,Switzerland,Europe,Right-Back,"3,500,000",Fulham,"Premier League, England",Top,England,First Tier,FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,,0,1390
Jeremy Sarmiento,Out,Start,21,Ecuador,South America,Attacking Midfield,"5,000,000",Brighton,"Premier League, England",Top,England,First Tier,West Brom,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1174
